ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 02/06/2025;COBERTURA;IMPORTE AFILIADO
49111;ursodesoxicólico,ác.;URSOFALK;500 mg comp.rec.x 50;LKM;$ 104954.22;50%;$ 52477.11
47831;ursodesoxicólico,ác.;URSOFALK;susp.oral x 250 ml;LKM;$ 83927.18;50%;$ 41963.59
41683;brimonidina+timolol;TIMOBRIM;sol.oft.estéril x 5ml;Lab Internacion;$ 21597.89;50%;$ 10798.95
46033;budesonide;AEROVIAL HFA;aer.x 200 ds.+adap.buc.;Lab Internacion;$ 23463.63;80%;$ 4692.73
45442;budesonide;AEROVIAL;fco.x 20 ml;Lab Internacion;$ 768.17;80%;$ 153.63
48789;budesonide+formoterol;FORMOVENT + BUDE;cáps.p/inh. x120+aplic.;Lab Internacion;$ 64843.33;60%;$ 25937.33
47442;budesonide+formoterol;FORMOVENT + BUDE;cáps.p/inhal.x 60+aplic.;Lab Internacion;$ 795.5;60%;$ 318.2
48790;budesonide+formoterol;FORMOVENT + BUDE;cáps.p/inhal.x120s/aplic;Lab Internacion;$ 1363.61;60%;$ 545.44
47443;budesonide+formoterol;FORMOVENT + BUDE;cáps.p/inhal.x60 s/aplic;Lab Internacion;$ 753.41;60%;$ 301.36
47916;carbomer;XICRIM;fco. got.x 10 g;Lab Internacion;$ 14410.82;50%;$ 7205.41
31839;carbomer 974 p;LATLAS;gel oft.x 10 g;Lab Internacion;$ 16496.63;50%;$ 8248.32
39820;carbomer 974 p+asoc.;LATLAS FRESH;gel oft.x 10 g;Lab Internacion;$ 17545.06;50%;$ 8772.53
45625;ciprofloxacina+dexametasona;PROCALM;sol.oft.x 5 ml;Lab Internacion;$ 12017.24;60%;$ 4806.9
31683;diclofenac sódico+tobramicina;TOBRATLAS;gts.oft.x 5 ml;Lab Internacion;$ 11077.93;50%;$ 5538.97
36325;dorzolamida;DORLAMIDA;sol.oft.x 5 ml;Lab Internacion;$ 21588.69;60%;$ 8635.48
36326;dorzolamida+timolol;DORLAMIDA T;sol.oft.x 5 ml;Lab Internacion;$ 26841.17;60%;$ 10736.47
39943;epinastina;EPIOFTAL;sol.oft.x 5 ml;Lab Internacion;$ 16428.35;50%;$ 8214.18
47389;eritromicina;OFTALMOLETS;gts.oft.prep.extemp.x5ml;Lab Internacion;$ 3151.22;50%;$ 1575.61
34206;eritromicina;ERITROMICINA ATLAS;gts.oft.x 5 ml;Lab Internacion;$ 2610.61;50%;$ 1305.31
47576;fluticasona;BRONQUILAIR NASAL;spray nasal x 120 ds.;Lab Internacion;$ 275.57;80%;$ 55.11
42558;hidroxipropilmetilcelulosa;LATLAS TEARS;fco.gotero x 15 ml;Lab Internacion;$ 10938.04;50%;$ 5469.02
41275;inosina,monofosfato disódico;INOKAT;sol.oft.esteril x 10 ml;Lab Internacion;$ 1341.02;50%;$ 670.51
43876;latanoprost;GLAUCOGESIC;fco.got.sol.oft.x 2.5ml;Lab Internacion;$ 20400.47;60%;$ 8160.19
46115;latanoprost+timolol;GLAUCOGESIC T;sol.oft.x 2.5 ml;Lab Internacion;$ 19996.27;50%;$ 9998.14
50293;mometasona furoato;LISIKER;susp.acuosa nasal x140ds;Lab Internacion;$ 540.32;50%;$ 270.16
43262;moxifloxacina;MOFLAG;sol.oft.x 5 ml;Lab Internacion;$ 30702.32;80%;$ 6140.46
45582;moxifloxacina+dexametasona fosf.;MOFLAG D;coliro x 5 ml;Lab Internacion;$ 26172.46;80%;$ 5234.49
46186;olopatadine;ZOLOATLAS;fco.gotero x 2.5 ml;Lab Internacion;$ 21112.2;50%;$ 10556.1
50009;prednisolona acetato+fenilefrina;FENIPRED ACETATO;fco.gotero x 10 ml;Lab Internacion;$ 3979.69;80%;$ 795.94
45737;salbutamol;AIRCOSALM HFA;aer.inh.c/adap.x 200ds.;Lab Internacion;$ 8365.54;80%;$ 1673.11
46729;salbutamol;AIRCOSALM HFA;aer.inh.c/adap.x 250ds.;Lab Internacion;$ 9721.01;80%;$ 1944.2
45441;salbutamol;AIRCOSALM;fco.x 20 ml;Lab Internacion;$ 181.17;80%;$ 36.23
44425;tobramicina;TOBRAMICINA ATLAS;sol.oft.estéril x 5 ml;Lab Internacion;$ 8272.49;60%;$ 3309
45664;tobramicina+dexametasona;TOBRATLAS DEXA;gts.oft.x 5 ml;Lab Internacion;$ 9433.13;50%;$ 4716.57
43391;travoprost;GLAUNOT;sol.oft.x 2.5 ml;Lab Internacion;$ 20925.1;60%;$ 8370.04
52151;travoprost;GLAUNOT SC;sol.oft.x 2.5 ml;Lab Internacion;$ 22107.03;60%;$ 8842.81
45626;travoprost+timolol;GLAUNOT T;sol.oft.x 2.5 ml;Lab Internacion;$ 33985.81;50%;$ 16992.91
50332;camilofina+dipirona;APASMO;gts.x 20 ml;Laboratorio Gra;$ 10371.5;50%;$ 5185.75
26579;coenzima Q10+asoc.;MARATHON ANTIOXIDANTE;cáps.blandas x 30;Laboratorio Gra;$ 21066.15;40%;$ 12639.69
31593;ginseng+vit.+minerales;MARATHON;cáps.x 20;Laboratorio Gra;$ 1640.1;40%;$ 984.06
18041;ginseng+vit.+minerales;MARATHON;cáps.x 30;Laboratorio Gra;$ 23112.9;40%;$ 13867.74
18042;ginseng+vit.+minerales;MARATHON;cáps.x 60;Laboratorio Gra;$ 41638.42;40%;$ 24983.05
8354;propinox+dipirona;APASMO COMPUESTO;comp.rec.x 20;Laboratorio Gra;$ 7775.68;50%;$ 3887.84
14973;floroglucinol+trimetoxibenceno;NERO 40;a.x 6;Laboratorio Val;$ 16573.12;50%;$ 8286.56
14972;floroglucinol+trimetoxibenceno;NERO;comp.x 30;Laboratorio Val;$ 12946.51;50%;$ 6473.26
2930;idoxuridina;IDULEA CON ADHEFILM;gts.x 10 ml;Laboratorio Val;$ 17734.04;50%;$ 8867.02
2931;idoxuridina;IDULEA;ung.derm.x 10 g;Laboratorio Val;$ 6900.79;50%;$ 3450.4
45488;mebendazol;TRU M;200 mg comp.x 6;Laboratorio Val;$ 9436.94;50%;$ 4718.47
11457;mebendazol+tinidazol;TRU COMPUESTO;comp.x 6;Laboratorio Val;$ 9460.52;50%;$ 4730.26
11458;mebendazol+tinidazol;TRU COMPUESTO;susp.x 30 ml;Laboratorio Val;$ 9448.41;50%;$ 4724.21
55784;acetilcisteína;QURA MUK;600 mg comp.dispers.x 10;Laboratorios Be;$ 11118.99;50%;$ 5559.5
55781;acetilcisteína;QURA MUK;600 mg comp.dispers.x 20;Laboratorios Be;$ 18841.12;50%;$ 9420.56
17914;amlodipina;ARTERIOSAN;10 mg comp.x 30;Laboratorios Be;$ 22731.04;60%;$ 9092.42
17912;amlodipina;ARTERIOSAN;5 mg comp.x 30;Laboratorios Be;$ 12440.25;60%;$ 4976.1
31896;amlodipina+benazepril;ARTERIOSAN PLUS;2.5/10 mg cáps.x 30;Laboratorios Be;$ 12447.01;50%;$ 6223.51
31897;amlodipina+benazepril;ARTERIOSAN PLUS;5/10 mg cáps.x 30;Laboratorios Be;$ 19449.55;50%;$ 9724.78
46167;amlodipina+benazepril;ARTERIOSAN PLUS;5/20 mg cáps.x 30;Laboratorios Be;$ 24107.16;50%;$ 12053.58
47753;amlodipina+losartán,potásico;ARTERIOSAN COMPUESTO;5/100 mg comp.x 30;Laboratorios Be;$ 26969.11;50%;$ 13484.56
47752;amlodipina+losartán,potásico;ARTERIOSAN COMPUESTO;5/50 mg comp.x 30;Laboratorios Be;$ 24858.23;50%;$ 12429.12
10605;amoxicilina;AMIXEN;500 mg comp.x 16;Laboratorios Be;$ 5699.36;60%;$ 2279.74
35771;amoxicilina;AMIXEN;500 mg comp.x 21;Laboratorios Be;$ 5658.93;60%;$ 2263.57
10604;amoxicilina;AMIXEN;500 mg comp.x 8;Laboratorios Be;$ 3153.79;60%;$ 1261.52
38175;amoxicilina;AMIXEN DUO;comp.rec.x 14;Laboratorios Be;$ 8073.47;60%;$ 3229.39
53542;amoxicilina+acetilcisteína;AMIXEN AC;comp.rec.x 14;Laboratorios Be;$ 11979.28;50%;$ 5989.64
34229;amoxicilina+clavulánico,ác.;AMIXEN CLAVULANICO 1 G;1 g comp.rec.x 14;Laboratorios Be;$ 17575.14;60%;$ 7030.06
34228;amoxicilina+clavulánico,ác.;AMIXEN CLAVULANICO;500 mg comp.rec.x 16;Laboratorios Be;$ 17140.29;60%;$ 6856.12
34227;amoxicilina+clavulánico,ác.;AMIXEN CLAVULANICO;500 mg comp.rec.x 8;Laboratorios Be;$ 8980.37;60%;$ 3592.15
19280;atorvastatín;LIPOCAMBI;10 mg comp.x 30;Laboratorios Be;$ 27949.13;80%;$ 5589.83
22967;atorvastatín;LIPOCAMBI;20 mg comp.x 30;Laboratorios Be;$ 45082.98;80%;$ 9016.6
46168;atorvastatín;LIPOCAMBI;40 mg comp.x 30;Laboratorios Be;$ 50332.46;80%;$ 10066.49
44652;atorvastatín+ezetimibe;LIPOCAMBI PLUS;10/10 mg comp.x 30;Laboratorios Be;$ 20878.01;50%;$ 10439.01
44653;atorvastatín+ezetimibe;LIPOCAMBI PLUS;20/10 mg comp.x 30;Laboratorios Be;$ 29824.7;50%;$ 14912.35
17365;azitromicina;MISULTINA;500 mg comp.rec.x 3;Laboratorios Be;$ 9796.2;60%;$ 3918.48
36735;azitromicina;MISULTINA;500 mg comp.rec.x 5;Laboratorios Be;$ 11309.15;60%;$ 4523.66
18733;azitromicina;MISULTINA;500 mg comp.rec.x 6;Laboratorios Be;$ 13561.93;60%;$ 5424.77
18734;azitromicina;MISULTINA;susp.x 30 ml;Laboratorios Be;$ 13817.07;60%;$ 5526.83
37469;carvedilol;CORAFEN;12.5 mg comp.ran.x 28;Laboratorios Be;$ 10134.7;60%;$ 4053.88
37470;carvedilol;CORAFEN;25 mg comp.ran.x 28;Laboratorios Be;$ 12411.02;60%;$ 4964.41
43405;carvedilol;CORAFEN;50 mg comp.x 28;Laboratorios Be;$ 933.08;60%;$ 373.23
37468;carvedilol;CORAFEN;6.25 mg comp.ran.x 28;Laboratorios Be;$ 8304.2;60%;$ 3321.68
18230;clenbuterol;BRONQ C;comp.x 30;Laboratorios Be;$ 5739.6;60%;$ 2295.84
5487;clenbuterol;BRONQ C;jbe.x 100 ml;Laboratorios Be;$ 8091.29;60%;$ 3236.52
61552;dapagliflozina;DAPABER;10 mg comp.rec.x 28;Laboratorios Be;$ 56033.47;100%;$ 0
56787;darifenacina;DARINAX 15;15 mg comp.lib.prol.x 30;Laboratorios Be;$ 49521.66;50%;$ 24760.83
56786;darifenacina;DARINAX 7.5;7.5mg comp.lib.prol.x 30;Laboratorios Be;$ 35783.66;50%;$ 17891.83
42079;desogestrel;CAMELIA;comp.rec.x 28;Laboratorios Be;$ 11998.3;50%;$ 5999.15
48320;diclofenac sódico;DISIPAN 75 MG;75 mg comp.rec.x 15;Laboratorios Be;$ 14051.29;40%;$ 8430.77
48321;diclofenac sódico;DISIPAN 75 MG;75 mg comp.rec.x 30;Laboratorios Be;$ 1285.91;40%;$ 771.55
47828;dienogest+valerato de estradiol;AZUCENA;comp.rec.x 28;Laboratorios Be;$ 17225.7;50%;$ 8612.85
33139;diosmina+hesperidina micronizada;TERBENOL DUO;comp.x 30;Laboratorios Be;$ 24676.95;40%;$ 14806.17
48168;diosmina+hesperidina micronizada;TERBENOL DUO;comp.x 60;Laboratorios Be;$ 46425.19;40%;$ 27855.11
50487;diosmina+hesperidina micronizada;TERBENOL UD;sob.x 30;Laboratorios Be;$ 46817.01;40%;$ 28090.21
39992;drospirenona+etinilestradiol;KALA MD;comp.rec.x 28;Laboratorios Be;$ 18179.83;50%;$ 9089.92
38236;drospirenona+etinilestradiol;KALA;comp.rec.x 28;Laboratorios Be;$ 16038.62;50%;$ 8019.31
50014;eplerenona;ETILES;25 mg comp.x 30;Laboratorios Be;$ 17605.79;50%;$ 8802.9
50016;eplerenona;ETILES;50 mg comp.x 30;Laboratorios Be;$ 25804.89;50%;$ 12902.45
37810;etinilestradiol+gestodeno;CUIDAFEM;comp.rec.x 21;Laboratorios Be;$ 8623.15;50%;$ 4311.58
37809;etinilestradiol+gestodeno;ALELI;comp.rec.x 28;Laboratorios Be;$ 11863.1;50%;$ 5931.55
56792;etoricoxib;ERICOB;120 mg comp.rec.x 7;Laboratorios Be;$ 12044.42;50%;$ 6022.21
56788;etoricoxib;ERICOB;60 mg comp.rec.x 14;Laboratorios Be;$ 14833.81;50%;$ 7416.91
56789;etoricoxib;ERICOB;60 mg comp.rec.x 28;Laboratorios Be;$ 28885.09;50%;$ 14442.55
56790;etoricoxib;ERICOB;90 mg comp.rec.x 14;Laboratorios Be;$ 22453.79;50%;$ 11226.9
56791;etoricoxib;ERICOB;90 mg comp.rec.x 28;Laboratorios Be;$ 35827.76;50%;$ 17913.88
36512;ezetimibe;ALIPAS;10 mg comp.x 30;Laboratorios Be;$ 15349.49;50%;$ 7674.75
37362;ezetimibe+simvastatin;ALIPAS DUO;10/10 mg comp.x 30;Laboratorios Be;$ 20455.66;50%;$ 10227.83
37363;ezetimibe+simvastatin;ALIPAS DUO;10/20 mg comp.x 30;Laboratorios Be;$ 20180.99;50%;$ 10090.5
37364;ezetimibe+simvastatin;ALIPAS DUO;10/40 mg comp.x 30;Laboratorios Be;$ 30616.61;50%;$ 15308.31
1289;fenofibrato micronizado;PROCETOKEN;100 mg comp.x 60;Laboratorios Be;$ 10948;60%;$ 4379.2
44353;fenofibrato micronizado;PROCETOKEN;200 mg cáps.x 30;Laboratorios Be;$ 29732.77;60%;$ 11893.11
8213;fenofibrato micronizado;PROCETOKEN;300 mg comp.x 30;Laboratorios Be;$ 35330.05;60%;$ 14132.02
54677;fenofíbrico,ác.;PROCETOKEN XR;135 mg cáps.x 30;Laboratorios Be;$ 28765.31;60%;$ 11506.12
54678;fenofíbrico,ác.;PROCETOKEN XR;45 mg cáps.x 30;Laboratorios Be;$ 22874.42;60%;$ 9149.77
14907;fluoxetina;ANIMEX-ON;20 mg comp.x 30;Laboratorios Be;$ 13482.74;50%;$ 6741.37
44688;fólico,ác.;BERNAFOLIC 1;1 mg comp.x 30;Laboratorios Be;$ 6322.59;50%;$ 3161.3
44689;fólico,ác.;BERNAFOLIC 1;1 mg comp.x 60;Laboratorios Be;$ 9867.5;50%;$ 4933.75
44690;fólico,ác.;BERNAFOLIC 5;5 mg comp.x 30;Laboratorios Be;$ 7970.26;50%;$ 3985.13
44691;fólico,ác.;BERNAFOLIC 5;5 mg comp.x 60;Laboratorios Be;$ 13501.54;50%;$ 6750.77
41530;hedera helix;QURA TOS;jbe.x 100 ml;Laboratorios Be;$ 6697.2;50%;$ 3348.6
12612;hexetidina+bencidamina;BUCHEX FORTE;fco.x 200 ml;Laboratorios Be;$ 9660.42;50%;$ 4830.21
39553;ibandrónico,ác.;IBANLEG;150 mg comp.rec.x 1;Laboratorios Be;$ 28158.99;50%;$ 14079.5
39554;ibandrónico,ác.;IBANLEG;150 mg comp.rec.x 3;Laboratorios Be;$ 57848.42;50%;$ 28924.21
25367;ketorolac;SINALGICO SL;10 mg comp.subl.x 10;Laboratorios Be;$ 8932.31;50%;$ 4466.16
25369;ketorolac;SINALGICO SL;10 mg comp.subl.x 20;Laboratorios Be;$ 17316.94;50%;$ 8658.47
11961;ketorolac;SINALGICO;10 mg comp.x 20;Laboratorios Be;$ 10535.19;50%;$ 5267.6
11709;ketorolac;SINALGICO;20 mg comp.x 10;Laboratorios Be;$ 9916.18;50%;$ 4958.09
11962;ketorolac;SINALGICO;20 mg comp.x 20;Laboratorios Be;$ 16295.83;50%;$ 8147.92
11710;ketorolac;SINALGICO;30 mg a.x 3 x 1 ml;Laboratorios Be;$ 5114.77;50%;$ 2557.39
19126;ketorolac;SINALGICO;60 mg a.x 3 x 2 ml;Laboratorios Be;$ 14197.88;50%;$ 7098.94
44693;levofloxacina;BACFURON;500 mg comp.rec.x 14;Laboratorios Be;$ 22509.44;60%;$ 9003.78
44692;levofloxacina;BACFURON;500 mg comp.rec.x 7;Laboratorios Be;$ 11530.89;60%;$ 4612.36
44694;levofloxacina;BACFURON;750 mg comp.rec.x 5;Laboratorios Be;$ 13181.86;60%;$ 5272.74
41532;losartán;VASEXTEN 100;100 mg comp.rec.x 30;Laboratorios Be;$ 27184.55;80%;$ 5436.91
41531;losartán;VASEXTEN 50;50 mg comp.rec.x 30;Laboratorios Be;$ 22138.15;80%;$ 4427.63
41541;losartán+hidroclorotiazida;VASEXTEN D;100/25 mg comp.rec.x 30;Laboratorios Be;$ 28034;60%;$ 11213.6
41540;losartán+hidroclorotiazida;VASEXTEN D;50/12.5 mg comp.rec.x 30;Laboratorios Be;$ 25508.47;60%;$ 10203.39
50496;loxoprofeno sódico anhidro;TABE;60 mg comp.x 20;Laboratorios Be;$ 14467.66;50%;$ 7233.83
40583;metronidazol;OVUFEM;comp.rec.x 20;Laboratorios Be;$ 10621.92;50%;$ 5310.96
40582;metronidazol;OVUFEM;comp.rec.x 8;Laboratorios Be;$ 4601.02;50%;$ 2300.51
40581;miconazol+metronidazol+asoc.;OVUFEM;óv.x 12;Laboratorios Be;$ 23461.59;40%;$ 14076.95
40580;miconazol+metronidazol+asoc.;OVUFEM;óv.x 6;Laboratorios Be;$ 12893.92;40%;$ 7736.35
594;naproxeno;ALIDASE 500;comp.x 10;Laboratorios Be;$ 12306.19;40%;$ 7383.71
1243;naproxeno;ALIDASE;comp.x 10;Laboratorios Be;$ 6677.3;40%;$ 4006.38
603;naproxeno;ALIDASE 500;comp.x 40;Laboratorios Be;$ 42331.16;40%;$ 25398.7
50488;nomegestrol,acetato+estradiol;AMAPOLI;comp.rec.x 28;Laboratorios Be;$ 18633.98;50%;$ 9316.99
39560;omeprazol+sodio,bicarbonato;GASTEC RAPIDO;20 mg cáps.x 30;Laboratorios Be;$ 30192.07;40%;$ 18115.24
39561;omeprazol+sodio,bicarbonato;GASTEC RAPIDO;40 mg cáps.x 15;Laboratorios Be;$ 32843.06;40%;$ 19705.84
15484;paracetamol+pseudoefedrina+asoc.;QURA;comp.rec.x 20;Laboratorios Be;$ 6860.22;40%;$ 4116.13
33575;paracetamol+pseudoefedrina+asoc.;QURA PLUS;comp.rec.x 20;Laboratorios Be;$ 7665.37;40%;$ 4599.22
46184;paracetamol+pseudoefedrina+asoc.;QURA PLUS;jbe.x 100 ml;Laboratorios Be;$ 8217.47;40%;$ 4930.48
15483;piroxicam;SOLOCALM GEL;1% env.x 30 g;Laboratorios Be;$ 6921.28;50%;$ 3460.64
5515;piroxicam;SOLOCALM;20 mg comp.x 20;Laboratorios Be;$ 7349.6;50%;$ 3674.8
5516;piroxicam;SOLOCALM;20 mg comp.x 40;Laboratorios Be;$ 10820.68;50%;$ 5410.34
8258;piroxicam+carisoprodol;SOLOCALM FLEX;comp.x 20;Laboratorios Be;$ 490.63;50%;$ 245.32
13642;piroxicam+carisoprodol+asoc.;SOLOCALM PLUS;comp.x 20;Laboratorios Be;$ 14861.94;50%;$ 7430.97
52884;rifaximina;ROCIAMIN;200 mg comp.rec.x 20;Laboratorios Be;$ 17618.2;50%;$ 8809.1
52885;rifaximina;ROCIAMIN;200 mg comp.rec.x 40;Laboratorios Be;$ 33034.06;50%;$ 16517.03
52886;rifaximina;ROCIAMIN;400 mg comp.rec.x 30;Laboratorios Be;$ 47657.55;50%;$ 23828.78
58158;rifaximina;ROCIAMIN 550;comp.rec.x 10;Laboratorios Be;$ 21870.07;50%;$ 10935.04
58159;rifaximina;ROCIAMIN 550;comp.rec.x 30;Laboratorios Be;$ 56509.33;50%;$ 28254.67
60515;rivaroxabán;LIXATROM;15 mg comp.rec.x 30;Laboratorios Be;$ 89298.46;50%;$ 44649.23
60516;rivaroxabán;LIXATROM;20 mg comp.rec.x 30;Laboratorios Be;$ 96279.5;50%;$ 48139.75
55172;rosuvastatina;ROSUBER;10 mg comp.x 30;Laboratorios Be;$ 19490.8;50%;$ 9745.4
55173;rosuvastatina;ROSUBER;20 mg comp.x 30;Laboratorios Be;$ 34668.15;50%;$ 17334.08
55174;rosuvastatina;ROSUBER;40 mg comp.x 30;Laboratorios Be;$ 60112.3;50%;$ 30056.15
55171;rosuvastatina;ROSUBER;5 mg comp.x 30;Laboratorios Be;$ 13233.77;50%;$ 6616.89
58211;rosuvastatina+ezetimibe;ROSUBER PLUS;10/10 mg comp. rec.x 30;Laboratorios Be;$ 25909.13;50%;$ 12954.57
58212;rosuvastatina+ezetimibe;ROSUBER PLUS;20/10 mg comp. rec.x 30;Laboratorios Be;$ 44249.8;50%;$ 22124.9
22171;sildenafil;VORST;100 mg comp.x 2;Laboratorios Be;$ 5439.07;50%;$ 2719.54
22172;sildenafil;VORST;100 mg comp.x 4;Laboratorios Be;$ 9409.62;50%;$ 4704.81
30160;sildenafil;VORST;100 mg comp.x 6;Laboratorios Be;$ 13738.72;50%;$ 6869.36
30158;sildenafil;VORST;25 mg comp.x 6;Laboratorios Be;$ 8359.03;50%;$ 4179.52
35059;sildenafil;VORST-M;50 mg comp.ran.mast.x 20;Laboratorios Be;$ 34109.14;50%;$ 17054.57
35058;sildenafil;VORST-M;50 mg comp.ran.mast.x 6;Laboratorios Be;$ 10321.33;50%;$ 5160.67
22168;sildenafil;VORST;50 mg comp.x 2;Laboratorios Be;$ 3716.15;50%;$ 1858.08
33450;sildenafil;VORST;50 mg comp.x 20;Laboratorios Be;$ 31760.27;50%;$ 15880.14
22169;sildenafil;VORST;50 mg comp.x 4;Laboratorios Be;$ 6469.8;50%;$ 3234.9
30159;sildenafil;VORST;50 mg comp.x 6;Laboratorios Be;$ 10117.6;50%;$ 5058.8
20850;simvastatin;LISAC;10 mg comp.rec.x 30;Laboratorios Be;$ 18999.73;80%;$ 3799.95
37033;simvastatin;LISAC;20 mg comp.rec.x 30;Laboratorios Be;$ 25086.03;80%;$ 5017.21
60851;sitagliptina;SIGLIBER;100 mg comp.x 30;Laboratorios Be;$ 74262.06;100%;$ 0
60849;sitagliptina;SIGLIBER;25 mg comp.x 30;Laboratorios Be;$ 59114.02;100%;$ 0
60850;sitagliptina;SIGLIBER;50 mg comp.x 30;Laboratorios Be;$ 69089.87;100%;$ 0
1258;sodio,fluoruro;FLUORDENT;comp.x 30;Laboratorios Be;$ 8935.69;50%;$ 4467.85
1260;sodio,fluoruro;FLUORDENT;gts.x 30 ml;Laboratorios Be;$ 8935.69;50%;$ 4467.85
17125;sodio,fluoruro+asoc.;FLUORDENT PX COLUTORIO;fco.x 200 ml;Laboratorios Be;$ 7949.45;50%;$ 3974.73
54773;tadalafilo;VORST 36;20 mg comp.rec.x 1;Laboratorios Be;$ 8428.23;50%;$ 4214.12
54776;tadalafilo;VORST 36;20 mg comp.rec.x 10;Laboratorios Be;$ 72018.6;50%;$ 36009.3
54774;tadalafilo;VORST 36;20 mg comp.rec.x 2;Laboratorios Be;$ 15417.94;50%;$ 7708.97
54775;tadalafilo;VORST 36;20 mg comp.rec.x 4;Laboratorios Be;$ 29874.62;50%;$ 14937.31
54772;tadalafilo;VORST 36;5 mg comp.rec.x 30;Laboratorios Be;$ 74152.49;50%;$ 37076.25
34368;trimebutina;MIOPROPAN LP;comp.x 20;Laboratorios Be;$ 12737.82;50%;$ 6368.91
1271;trimebutina;MIOPROPAN;comp.x 20;Laboratorios Be;$ 6239.26;50%;$ 3119.63
33675;trimebutina;MIOPROPAN 200;comp.x 20;Laboratorios Be;$ 8578.26;50%;$ 4289.13
28281;trimebutina;MIOPROPAN LP;comp.x 30;Laboratorios Be;$ 14152.25;50%;$ 7076.13
13970;trimebutina;MIOPROPAN 200;comp.x 30;Laboratorios Be;$ 10922.01;50%;$ 5461.01
5160;trimebutina;MIOPROPAN;comp.x 40;Laboratorios Be;$ 10009.05;50%;$ 5004.53
35854;trimebutina;MIOPROPAN 200;comp.x 60;Laboratorios Be;$ 21976.27;50%;$ 10988.14
35855;trimebutina;MIOPROPAN LP;comp.x 60;Laboratorios Be;$ 27447.25;50%;$ 13723.63
1274;trimebutina+bromazepam;MIOPROPAN T;100/1.5 mg comp.x 20;Laboratorios Be;$ 7363.15;50%;$ 3681.58
1275;trimebutina+bromazepam;MIOPROPAN T;100/1.5 mg comp.x 50;Laboratorios Be;$ 16861.86;50%;$ 8430.93
40718;trimebutina+bromazepam;MIOPROPAN T 200;200/1.5 mg comp.x 30;Laboratorios Be;$ 13243.66;50%;$ 6621.83
26587;trimebutina+ruscogenina;MIOPROPAN PROCTOLOGICO;cr.x 20 g;Laboratorios Be;$ 15105.02;50%;$ 7552.51
43341;trimebutina+simeticona;MIOPROPAN S;comp.x 30;Laboratorios Be;$ 15048.06;50%;$ 7524.03
43342;trimebutina+simeticona;MIOPROPAN S;comp.x 60;Laboratorios Be;$ 25921.81;50%;$ 12960.91
50532;vit.d3;SUBICAL SOLUCION ORAL;100.000 UI f.a.x 2 ml;Laboratorios Be;$ 8697.75;40%;$ 5218.65
55782;vit.d3;SUBICAL CB;100000 UI cáps.bl.x 1;Laboratorios Be;$ 10592.35;40%;$ 6355.41
55783;vit.d3;SUBICAL CB;100000 UI cáps.bl.x 2;Laboratorios Be;$ 15937.09;40%;$ 9562.25
44962;aciclovir;LAFEVIR;200 mg comp.x 20;Lafedar;$ 12076.2;60%;$ 4830.48
44963;aciclovir;LAFEVIR;200 mg comp.x 40;Lafedar;$ 15952.37;60%;$ 6380.95
44964;aciclovir;LAFEVIR;500 mg liof.a.x 1;Lafedar;$ 10584.66;60%;$ 4233.86
44960;aciclovir;LAFEVIR;800 mg comp.x 20;Lafedar;$ 20045.56;60%;$ 8018.22
44961;aciclovir;LAFEVIR;800 mg comp.x 40;Lafedar;$ 36964.77;60%;$ 14785.91
32357;alendronato;LENDRONAL;comp.x 4;Lafedar;$ 12222.32;60%;$ 4888.93
38867;aluminio,hidr.+magn.hidr.+oxetac;MUCAINE;susp.gel x 150 ml;Lafedar;$ 4712.88;50%;$ 2356.44
38868;aluminio,hidr.+magn.hidr.+oxetac;MUCAINE;susp.gel x 300 ml;Lafedar;$ 7039.61;50%;$ 3519.81
39884;aminoácidos+vit.b6;PROTEIGENO;comp.x 100;Lafedar;$ 19551.89;50%;$ 9775.95
39882;aminoácidos+vit.b6;PROTEIGENO;comp.x 20;Lafedar;$ 4778.49;50%;$ 2389.25
39883;aminoácidos+vit.b6;PROTEIGENO;comp.x 50;Lafedar;$ 10311.13;50%;$ 5155.57
37427;amiodarona;MIODARONA;200 mg comp.x 20;Lafedar;$ 3454.33;80%;$ 690.87
37428;amiodarona;MIODARONA;200 mg comp.x 40;Lafedar;$ 5030.31;80%;$ 1006.06
42818;amitriptilina;FIORDA;25 mg comp.rec.x 14;Lafedar;$ 3959.27;50%;$ 1979.64
39979;amitriptilina;FIORDA;25 mg comp.rec.x 28;Lafedar;$ 6317.62;50%;$ 3158.81
49453;amitriptilina;FIORDA;25 mg comp.rec.x 30;Lafedar;$ 7187.3;50%;$ 3593.65
45809;atorvastatín;LIPODREN;10 mg comp.x 30;Lafedar;$ 26953.57;80%;$ 5390.71
45811;atorvastatín;LIPODREN;20 mg comp.x 30;Lafedar;$ 43741.97;80%;$ 8748.39
55717;baclofeno;ISEDIS;10 mg comp.x 60;Lafedar;$ 16270.32;50%;$ 8135.16
11996;bromazepam;NEUROZEPAM;3 mg comp.x 30;Lafedar;$ 4210.28;50%;$ 2105.14
11997;bromazepam;NEUROZEPAM;6 mg comp.x 30;Lafedar;$ 7756.02;50%;$ 3878.01
46879;budesonide;EXUDROL BUDE;sol.x 20 ml;Lafedar;$ 20246.16;80%;$ 4049.23
22144;buflomedil;BUFLOMEDIL LAFEDAR;iny.a.x 6;Lafedar;$ 27665.84;50%;$ 13832.92
